;Name;wikiQLabel;wikiQ;instance
0;Schachen-Lauftegg;Schachen Lauftegg;;
0;Bergli Rietli;Bergli Rietli;;
0;Neue Steig;Neue Steig;;
0;Wies-Tobel;Wies Tobel;;
0;Victor-von-Bruns-Strasse;Victor von Bruns;http://www.wikidata.org/entity/Q88021;Mensch
0;Im hinderen Chapf;hinderen Chapf;;
0;Caraa de San Fedee;Caraa Fedee;;
0;Kübliser Waldweg;Kübliser Wald;;
0;Voia Salonder seura;Salonder seura;;
0;Via Fondo Arvigo;Fondo Arvigo;;
0;Davos Dusch;Davos Dusch;;
0;Stráda de Mónt;Strada Mont;;
0;Chlei Rüfi;Chlei Rüfi;;
0;Dieschen seura;Dieschen seura;;
0;Jassa da Pratuor;Jassa Pratuor;;
0;Caraa di Ronch;Caraa Ronch;;
0;Ob den Gärten;Ob Gärten;;
0;Route Champs de la Croix;Champs Croix;;
0;Val d'Albigna;Val Albigna;;
0;I Cort;I Cort;;
0;Caraa de Befén;Caraa Befen;;
0;Plan Lò;Plan Lo;;
0;Caraa a la Cortascia;Caraa Cortascia;;
0;Caraa Cà del Toni;Caraa Ca Toni;;
0;Barlas-ch;Barlas ch;;
0;Caraa Capedrö;Caraa Capedrö;;
0;Caraa Stalan;Caraa Stalan;;
0;Prada Sura;Prada Sura;;
0;Terza d'Immez;Terza Immez;;
0;Caraa al Lobion;Caraa Lobion;;
0;Pro Radiend;Pro Radiend;;
0;Via da li Arcadi;li Arcadi;;
0;Plazza aviatica;Plazza atica;;
0;Cará de Dósc;Cara Dosc;;
0;Chant da Gurlaina;Chant Gurlaina;;
0;Under Bongert;Under Bongert;;
0;Veia d'igls Plangs;igls Plangs;;
0;Pro Tgä Sut;Pro Tgä Sut;;
0;Giassa da Scoula;Giassa Scoula;;
0;Conterser Duranna;Conterser Duranna;;
0;Mastrilser Alp;Mastrilser Alp;;
0;Il Truoch;Il Truoch;;
0;Vi Begl;Vi Begl;;
0;Via Manvais-ch;Manvais ch;;
0;Pro Grand;Pro Grand;;
0;Veia Lai da Vons;Lai Vons;;
0;Via Sum Resgias;Sum Resgias;;
0;Vor der Müli;Vor Müli;;
0;Via Val Bugnei;Val Bugnei;;
0;Hintere Praz-Jean;Praz Jean;;
0;Plaun Sendas;Plaun Sendas;;
0;Riva del Cavalin;Riva Cavalin;;
0;Chaunt Baselgia;Chaunt Baselgia;;
0;Senda Mises;Senda Mises;;
0;Via Caglia Liunga;Caglia Liunga;;
0;Natan Stocki;Natan Stocki;;
0;Via Sandro Viletta;Sandro Viletta;http://www.wikidata.org/entity/Q181284;Mensch
0;Craista Sot;Craista Sot;;
0;Voa Clavadoiras seura;Clavadoiras seura;;
0;Veia Som Barnagn;Som Barnagn;;
0;Tanter Auals;Tanter Auals;;
0;Sil mot;Sil mot;;
0;Vea Jerts;Vea Jerts;;
0;Lai Alv;Lai Alv;;
0;Cará dela Casería;Cara dela Caseria;;
0;Via Davos Baselgia;Davos Baselgia;;
0;Fläscher Tal;Fläscher Tal;;
0;Molas Sot;Molas Sot;;
0;Nationalstrasse A4;National A4;;
0;Angeli Custodi;Angeli Custodi;;
0;Quadra Secha;Quadra Secha;;
0;Carà del'Ugo;Cara Ugo;;
0;Via Plaun Uaul;Plaun Uaul;;
0;Via Bos-chetta;Bos chetta;;
0;Unteri Jansegg;Unteri Jansegg;;
0;Via Las Rueras;Las Rueras;;
0;Kapely-Wald;Kapely Wald;;
0;Plazza da la Staziun;Plazza Staziun;;
0;Via Cons-Casti;Cons Casti;;
0;Schombrina Sot;Schombrina Sot;;
0;Punts d'Alp;Punts Alp;;
0;Veia Alp Ozur;Alp Ozur;;
0;Viglia veia Gelgia;Viglia Gelgia;;
0;S-chadatsch;S chadatsch;;
0;Allmeini Hütten;Allmeini Hütten;;
0;Bot da Mulegn;Bot Mulegn;;
0;Archas Sura;Archas Sura;;
0;Via Sogn Giacun;Sogn Giacun;;
0;Via da l'Ova Cotschna;Ova Cotschna;;
0;Val Fenga;Val Fenga;;
0;Neu Strössli;Neu Strössli;;
0;Motta Pitschna;Motta Pitschna;;
0;Viel da Gallas;Viel Gallas;;
0;Pitgogna da Scola;Pitgogna Scola;;
0;Badische Bahnhofstrasse;Badische Bahnhof;;
0;Caraa del Mai;Caraa Mai;;
0;Via Vitg Sura;Vitg Sura;;
0;Il Bain;Il Bain;;
0;Kaisers Fang;Kaisers Fang;;
0;Uf der Halda;Uf Halda;;
0;Via Prau Curtgin;Prau Curtgin;;
0;Im Roten Herd;Roten Herd;;
0;Rustoz-Dessus;Rustoz Dessus;;
0;Via Con la Fravgia;Con Fravgia;;
0;Bot la Cresta;Bot Cresta;;
0;Pro Plaun;Pro Plaun;;
0;Carà Travéa;Cara Travea;;
0;Sótt a la Gésa;Sott Gesa;;
0;Sot Tgeasas;Sot Tgeasas;;
0;Via Plaun Tschavitg;Plaun Tschavitg;;
0;Via S. Onna;S  Onna;;
0;Via dil Parlet;dil Parlet;;
0;Via Pader Placi;Pader Placi;;
0;Via Giu Rueras;Giu Rueras;;
0;Welscher Garten;Welscher Garten;;
0;Hinder Hüsler;Hinder Hüsler;;
0;Cará del Governatór;Cara Governator;;
0;Ggaggerle Tosse;Ggaggerle Tosse;;
0;Veja Grusaida;Veja Grusaida;;
0;Hinder der Chilcha;Hinder Chilcha;;
0;Veja Val Tuors;Veja Val Tuors;;
0;Senda Canginetta;Senda Canginetta;;
0;Under Allmeini;Under Allmeini;;
0;Via Pros da God;Pros God;;
0;Lech di Cius;Lech Cius;;
0;Via Serlas Suot;Serlas Suot;;
0;Curt Alti;Curt Alti;;
0;Carà dela Peloterìa;Cara dela Peloterìa;;
0;Bügl Tas-ch;Bügl Tas ch;;
0;Es-cha;Es cha;;
0;Tecc de Righett;Tecc Righett;;
0;Via Dree Mota;Dree Mota;;
0;Lyceum Alpinum;Lyceum Alpinum;;
0;Via Vitg Dado;Vitg Dado;http://www.wikidata.org/entity/Q108205747;Schutzgebiet in Natur- oder Landschaftsschutz
0;Porta Rätia;Porta Rätia;;
0;Munt Baselgia;Munt Baselgia;;
0;Via Mott di Larasc;Mott Larasc;;
0;Il Fuorn;Il Fuorn;;
0;Plaun Tavanasa;Plaun Tavanasa;;
0;Via Ca d'Sett;Ca Sett;;
0;Crap la Foppa;Crap Foppa;;
0;Senda Albanella;Senda Albanella;;
0;Caraa Bufin;Caraa Bufin;;
0;Uf da Gräba;Uf Gräba;;
0;Cará dela Gratt;Cara dela Gratt;;
0;Casclàsc alt;Casclasc alt;;
0;Bim Wisegässli;Bim Wise;;
0;Vedvart la Punt;Vedvart Punt;;
0;Lias-ch;Lias ch;;
0;Veja Viglia;Veja Viglia;;
0;Auas Sparsas;Auas Sparsas;;
0;Cará de San Franzesch;Cara Franzesch;;
0;Veia Sot-nò;Sot no;;
0;Senda Selettà;Senda Seletta;;
0;Uf Burg;Uf Burg;;
0;Bim Chretzeturm;Bim Chretzeturm;;
0;Hinter dem Ack;dem Ack;;
0;Vor der Kirche;Vor Kirche;;
0;Auf dem Stein;dem Stein;;
0;Aclas Davains;Aclas Davains;;
0;Gassa d'i Cämp;i Cämp;;
0;Via Alp Dado;Alp Dado;;
0;Cará di Ronchítt;Cara Ronchitt;;
0;Sigl Hof;Sigl Hof;;
0;Clavo Nov;Clavo Nov;;
0;Via Sut Vitg;Sut Vitg;;
0;Via Cons-Su;Cons Su;;
0;Chaunt da San Bastiaun;Chaunt Bastiaun;;
0;Veja Zinols;Veja Zinols;;
0;Plazza Staziun;Plazza Staziun;;
0;Solas seura;Solas seura;;
0;Fontana Sura;Fontana Sura;;
0;Im underen Chapf;underen Chapf;;
0;Undere Espilibuck;Undere Espilibuck;;
0;Hohe Buche;Hohe Buche;http://www.wikidata.org/entity/Q1566481;Berg
0;Ob dem Steg;Ob dem Steg;;
0;Seris-Chavadal;Seris Chavadal;;
0;Bügl Sura;Bügl Sura;;
0;Veja Darlux;Veja Darlux;;
0;Alp Es-cha Dadour;Alp Es cha Dadour;;
0;Sotchà Dadaint;Sotcha Dadaint;;
0;Via da li Sberlefi;li Sberlefi;;
0;Via Sut Camenisch;Sut Camenisch;;
0;Cará de Rónch Pián;Cara Ronch Pian;;
0;Under den Hüseren;Under Hüseren;;
0;Nationalstrasse A4;National A4;;
0;Ob der Glattmüli;Ob Glattmüli;;
0;Carà Guernasc;Cara Guernasc;;
0;Vietta Plaun San Gian;Plaun Gian;;
0;Pro Pitschen davains;Pro Pitschen davains;;
0;Ob der Glatt;Ob Glatt;;
0;Erlen Rietli;Erlen Rietli;;
0;Il Fuorn;Il Fuorn;;
0;Gamplüt-Chreialp;Gamplüt Chreialp;;
0;Chaunt dal Muot;Chaunt Muot;;
0;Senda Cuolm Da Vi;Senda Cuolm Vi;;
0;Veja Buel;Veja Buel;;
0;Ischla Sura;Ischla Sura;;
0;Pro da Clavo;Pro Clavo;;
0;Ob der Kirche;Ob Kirche;;
0;Löwengässchen-Unterführung;Löwengässchen Unterführung;;
0;Tannen-Lauftegg;Tannen Lauftegg;;
0;Carl Böckli-Weg;Carl Böckli;http://www.wikidata.org/entity/Q1037211;Mensch
0;Robert-Walser-Strasse;Robert Walser;http://www.wikidata.org/entity/Q123075;Mensch
0;Caraa de Campàgna;Caraa Campagna;;
0;ala Rèsiga;ala Resiga;;
0;Aclas Seura;Aclas Seura;;
0;Via dals Bogns;dals Bogns;;
0;Caraa di Zechin;Caraa Zechin;;
0;Via Term Bel;Term Bel;;
0;Voia Tgaplotta dameaz;Tgaplotta dameaz;;
0;Via Prau Cumin;Prau Cumin;;
0;Rudolf-Tappolet-Weg;Rudolf Tappolet;;
0;Via Fabrica Ragazzi;Fabrica Ragazzi;;
0;Via Davous Crasta;Davous Crasta;;
0;Usser Zalön;Usser Zalön;;
0;Chli Rüggli;Chli Rüggli;;
0;Gengel'sch Boda;Gengel sch Boda;;
0;Winter Sattel;Winter Sattel;;
0;Veja Crestota;Veja Crestota;;
0;Dunkle Böngert;Dunkle Böngert;;
0;Underem Schuolhus;Underem Schuolhus;;
0;Piana de Val;Piana Val;;
0;Pro d'Alva;Pro Alva;;
0;Sentee de Val;Sentee Val;;
0;Caraa de Fontana;Caraa Fontana;;
0;Córt granda;Cort granda;;
0;Via dil Museum;dil Museum;;
0;Via alle Scuole;alle Scuole;;
0;Cará de San Ròcch;Cara Rocch;;
0;Bain da Fans;Bain Fans;;
0;Sótt i Nós;Sott i Nos;;
0;Spegna Lunga;Spegna Lunga;http://www.wikidata.org/entity/Q108094033;Schutzgebiet in Natur- oder Landschaftsschutz
0;Ob den Gärten;Ob Gärten;;
0;Underem Förlibuck;Underem Förlibuck;;
0;Vaia da Sched;Vaia Sched;;
0;Vorderi Pilarda;Vorderi Pilarda;;
0;Alp Bischola;Alp Bischola;;
0;Bi Chalet;Bi Chalet;;
0;Suot il Chaunt;Suot il Chaunt;;
0;Via Uaul Tschamut;Uaul Tschamut;;
0;Uf der Matta;Uf Matta;;
0;Steiniger Tosse;Steiniger Tosse;;
0;Hinderi Pilarda;Hinderi Pilarda;;
0;Plan da la Punt;Plan Punt;;
0;Senda Scursalius;Senda Scursalius;;
0;God da Brail;God Brail;;
0;Hoher Stalden;Hoher Stalden;;
0;Senda d'Art;Senda Art;;
0;Welsche Gastlose;Welsche Gastlose;;
0;Via dil Parc;dil Parc;;
0;Veia Sot Curt;Sot Curt;;
0;Via Plaun Menisch;Plaun Menisch;;
0;Davos Ual;Davos Ual;;
0;Gassa da Mot da la Pluna;Mot Pluna;;
0;Cará de Castanéda;Cara Castaneda;;
0;Bonersch Wis;Bonersch Wis;;
0;Hermann Rorschach-Strasse;Hermann Rorschach;http://www.wikidata.org/entity/Q122279;Mensch
0;Vor der Brugg;Vor Brugg;;
0;Underi Müli;Underi Müli;;
0;Sot Baselgia;Sot Baselgia;;
0;Baria Fritsch;Baria Fritsch;http://www.wikidata.org/entity/Q108093563;Schutzgebiet in Natur- oder Landschaftsschutz
0;Via dalla Resga;dalla Resga;;
0;Cuort Tschat;Cuort Tschat;;
0;Gassa Alberto Giacometti;Alberto Giacometti;http://www.wikidata.org/entity/Q157194;Mensch
0;Via Crap Baselgia;Crap Baselgia;;
0;Mayschuepfen Spitze;Mayschuepfen Spitze;;
0;Zalöner Alp;Zalöner Alp;;
0;Sot god;Sot god;;
0;Via Cavorgia Sut;Cavorgia Sut;;
0;Aktie Süd;Aktie Süd;;
0;Veia Vedem Vischnanca;Vedem Vischnanca;;
0;Via Lavanuz Su;Lavanuz Su;;
0;Via dalla Stampa;dalla Stampa;;
0;Under Faisch;Under Faisch;;
0;Via Prau la Selva;Prau Selva;;
0;Sudem Vischnanca;Sudem Vischnanca;;
0;Via Sut Baselgia;Sut Baselgia;;
0;Stradun Chantunel;Stradun Chantunel;;
0;Sasc Furä;Sasc Furä;;
0;Cuolm Bass;Cuolm Bass;;
0;Avant Muglins;Avant Muglins;;
0;Fideriser Duranna;Fideriser Duranna;;
0;Salons Davains;Salons Davains;;
0;Veia digl Mot;digl Mot;;
0;Cará de Fontána;Cara Fontana;;
0;Via dals Bofs;dals Bofs;;
0;Röven Suot;Röven Suot;;
0;Voa Valschameala seura;Valschameala seura;;
0;Via Dutg Grond;Dutg Grond;;
0;Veja Lavizun;Veja Lavizun;;
0;Punt Arsa;Punt Arsa;;
0;Underem Büel;Underem Büel;;
0;Val Roseg;Val Roseg;http://www.wikidata.org/entity/Q2507789;Tal
0;Via Gravas sut;Gravas sut;;
0;Cará de Técc;Cara Tecc;;
0;Val da Cuoz;Val Cuoz;;
0;Via Prau Sura;Prau Sura;;
0;Via Uaul Stgir;Uaul Stgir;;
0;Contrada Magori;Contrada Magori;;
0;Plaun Senda;Plaun Senda;;
0;Via Sogn Placi;Sogn Placi;;
0;Sut Tgea;Sut Tgea;;
0;Usser Praden;Usser Praden;;
0;Pro Davos;Pro Davos;;
0;God Arvins;God Arvins;;
0;Chà d'Prà;Cha Pra;;
0;Giassa Baselgia;Giassa Baselgia;;
0;Via Sogn Giusep;Sogn Giusep;;
0;Giassa Spuondas;Giassa Spuondas;;
0;Via dals Chavals;dals Chavals;;
0;Via Val Verena;Val Verena;;
0;Davo San Jon;Davo Jon;;
0;Plong Puntzoll;Plong Puntzoll;;
0;Via all'Ossario;all Ossario;;
0;Via Mott da la Val;Mott Val;;
0;Via dils Larischs;dils Larischs;;
0;Alp Chaschanella;Alp Chaschanella;;
0;Via da Li Curt;Li Curt;;
0;Munt Sut;Munt Sut;http://www.wikidata.org/entity/Q108093231;Schutzgebiet in Natur- oder Landschaftsschutz
0;Joosa Wisli;Joosa Wisli;;
0;Foura Chanels;Foura Chanels;;
0;Sogn Murezi Sura;Sogn Murezi Sura;;
0;Via Sogn Martin;Sogn Martin;;
0;Carà Quartina;Cara Quartina;;
0;Carà Pro sècch;Cara Pro secch;;
0;Ils Muots;Ils Muots;;
0;Via Salums Sura;Salums Sura;;
0;Anna-Frick-Weg;Anna Frick;;
0;ala Moesa;ala Moesa;;
0;Via Sogn Martin;Sogn Martin;;
0;Via Munt Sura;Munt Sura;http://www.wikidata.org/entity/Q108093402;Schutzgebiet in Natur- oder Landschaftsschutz
0;ala Rógia;ala Rogia;;
0;Under Dutjen;Under Dutjen;;
0;Suot Chastè;Suot Chaste;;
0;Pro Graund;Pro Graund;;
0;Scima al Mott;Scima Mott;;
0;Via Camp de la Mezzera;Camp Mezzera;;
0;Via Prau Ault;Prau Ault;;
0;Hinder Selias;Hinder Selias;;
0;Vietta Val Curtinaglia;Val Curtinaglia;;
0;Via Val Serris;Val Serris;;
0;Via Charels Suot;Charels Suot;;
0;Via Davos Sulten;Davos Sulten;;
0;Via Sulé Sura;Sule Sura;;
0;Li Geri;Li Geri;;
0;Punt Lenn;Punt Lenn;;
0;Valleina Sut;Valleina Sut;;
0;Pro da l'Alp;Pro Alp;;
0;Zu den stillen Maiensäss;Zu stillen Maiensäss;;
0;Bim fula Stein;Bim fula Stein;;
0;Alp Chaschauna;Alp Chaschauna;;
0;Cará de Niòla;Cara Niola;;
0;Val la Punt;Val Punt;;
0;Via da li Sanzini;li Sanzini;;
0;Stráda de Vón;Strada Von;;
0;Via Vitg Sura;Vitg Sura;;
0;Pro la Resgia;Pro Resgia;;
0;Senda Stavel da Mut;Senda Stavel Mut;;
0;Via Sorts Sut;Sorts Sut;;
0;Neue Kirchstrasse;Neue Kirch;;
0;Tgampi Sot;Tgampi Sot;;
0;Via Val Vedra;Val Vedra;;
0;Veja Plazbi;Veja Plazbi;;
0;Cresta Marscha;Cresta Marscha;;
0;Tgampi Dameaz;Tgampi Dameaz;;
0;Tgamons Bargiaglia;Tgamons Bargiaglia;;
0;Ciòss del Bull;Cioss Bull;;
0;Caraa Fontanol di Sora;Caraa Fontanol Sora;;
0;Via Sogn Paul;Sogn Paul;;
0;Voa son Duno;son Duno;;
0;Crapera damiez;Crapera damiez;;
0;Alp Taspegn;Alp Taspegn;;
0;Senda da Scoula;Senda Scoula;;
0;Via S. Sisto;S  Sisto;;
0;Punt Vedra;Punt Vedra;;
0;Cará del Mulín;Cara Mulin;;
0;Melchersch Hus;Melchersch Hus;;
0;Via Plaz Cumpogna;Plaz Cumpogna;;
0;Via Mulin Sura;Mulin Sura;http://www.wikidata.org/entity/Q108098169;Schutzgebiet in Natur- oder Landschaftsschutz
0;Ella Val;Ella Val;;
0;Muot da Zünd;Muot Zünd;;
0;Avant Porta;Avant Porta;;
0;Rundweg Glattabärg;Rund Glattabärg;;
0;Veia Davos-Tga;Davos Tga;;
0;Páscol dela Capèla;Pascol dela Capela;;
0;Ova Spin;Ova Spin;;
0;Fora Vea;Fora Vea;;
0;Via Sut l'Orta;Sut Orta;;
0;Camping Islas;Camping Islas;;
0;Senda da scola;Senda scola;;
0;Voa pedra grossa;pedra grossa;;
0;Chemin de la Planche-à-Troupet;Planche Troupet;;
0;Cresta Sut;Cresta Sut;http://www.wikidata.org/entity/Q108093284;Schutzgebiet in Natur- oder Landschaftsschutz
0;Mott dal Maröl;Mott Maröl;;
0;Schmidsch-Hus-Weg;Schmidsch Hus;;
0;Curtin Sura;Curtin Sura;;
0;Truoch suot Sass;Truoch suot Sass;;
0;Via Ladral sura;Ladral sura;;
0;Sum Curtgins;Sum Curtgins;;
0;Via Vricla sut;Vricla sut;;
0;Streccia Curtin;Streccia Curtin;;
0;Via Chaunt Baselgia;Chaunt Baselgia;;
0;Via Davos-Mustér;Davos Muster;;
0;Pro digl Begl;Pro digl Begl;http://www.wikidata.org/entity/Q108093692;Schutzgebiet in Natur- oder Landschaftsschutz
0;Davos Larisch;Davos Larisch;;
0;Umgfallna Wald;Umgfallna Wald;;
0;Gassa Sott i Copp;Sott i Copp;;
0;Crutta Sura;Crutta Sura;;
0;Via da li Presi;li Presi;;
0;Station Rothenbrunnen;Station Rothenbrunnen;;
0;Caraa de Giuli;Caraa Giuli;;
0;Via Cuolm Val;Cuolm Val;;
0;Hinder d'Benderweg;Hinder Bender;;
0;Sut Crestas;Sut Crestas;http://www.wikidata.org/entity/Q108093332;Schutzgebiet in Natur- oder Landschaftsschutz
0;Aclas Dafora;Aclas Dafora;;
0;Tranter Moira;Tranter Moira;;
0;Senda Aguagliöls;Senda Aguagliöls;;
0;Plaza Granda;Plaza Granda;;
0;Veja Ravegs-ch;Veja Ravegs ch;;
0;Underm Dorf;Underm Dorf;;
0;Straglia Chastè;Straglia Chaste;;
0;Bügl-Pitschen;Bügl Pitschen;;
0;Stazion Preda;Stazion Preda;;
0;Chemin de Pra-Novi;Pra Novi;;
0;Senda Lai da Tuma;Senda Lai Tuma;;
0;Alp Zeznina;Alp Zeznina;;
0;Bügl da la Nina;Bügl Nina;;
0;Via Crap Uaul;Crap Uaul;;
0;Isla Casti;Isla Casti;;
0;Via Val Buglina;Val Buglina;;
0;Crapera seura;Crapera seura;;
0;Veja Egslas;Veja Egslas;;
0;Stráda de Bèlen;Strada Belen;;
0;Senda dal Lej Zuppo;Senda Lej Zuppo;;
0;Val la Rosa;Val Rosa;;
0;Pro Prär;Pro Prär;;
0;Sota la Capèla;Sota Capela;;
0;Val Bondasca;Val Bondasca;;
0;Crastuoglia Sot;Crastuoglia Sot;;
0;Senda Gutveina;Senda Gutveina;;
0;Al Pont del Ram;Pont Ram;;
0;Via dal Prà da faira;Pra faira;;
0;Sot Baselgia;Sot Baselgia;;
0;Voia sin Baselgia;sin Baselgia;;
0;Cará de Cróugia;Cara Crougia;;
0;Ers Curtins;Ers Curtins;;
0;Via Mulin Pign;Mulin Pign;;
0;Bin da Hüscher;Bin Hüscher;;
0;Via Val Gierm;Val Gierm;;
0;Avant Porta;Avant Porta;;
0;Zup digl Ursweg;Zup digl Urs;;
0;Gôt Pintg;Got Pintg;;
0;Bim Under Hus;Bim Under Hus;;
0;Veja Preda;Veja Preda;;
0;Veja Muet;Veja Muet;;
0;Via Funs-Dado;Funs Dado;;
0;Voia Crappa Naira;Crappa Naira;;
0;Via Sil Grep;Sil Grep;;
0;Fizeira Sura;Fizeira Sura;;
0;Via Sogn Pieder;Sogn Pieder;;
0;Sontga Neasa;Sontga Neasa;;
0;Muottas da Clüs;Muottas Clüs;;
0;Under Maiasäss;Under Maiasäss;;
0;Via Pont de Fèr;Pont Fer;;
0;Via Sogn Valentin;Sogn Valentin;;
0;Scorciatoia per Calcinaròla;Scorciatoia per Calcinarola;;
0;Las Funtangas;Las Funtangas;;
0;Station Versam;Station Versam;;
0;Talvangas Sot;Talvangas Sot;;
0;Siba Brünna;Siba Brünna;;
0;Le Cernet de Doubs;Cernet Doubs;;
0;Via Plaun Vricla;Plaun Vricla;;
0;Domaine de Champréveyres;Domaine Champreveyres;;
0;Prasas-cher;Prasas cher;;
0;Via Begl dil Luzi;Begl dil Luzi;;
0;Via Crap Agit;Crap Agit;;
0;Via Curtgin Grond;Curtgin Grond;;
0;Stradón de Cabié;Stradon Cabie;;
0;Campágna de Cabié;Campagna Cabie;;
0;Cará de Bórgh;Cara Borgh;;
0;Kirchgasse Masans;Kirch Masans;;
0;Cunterscher Strass;Cunterscher Strass;;
0;Veia Pro da Mulegn;Pro Mulegn;;
0;Via Sil Crest;Sil Crest;;
0;Cará de Sóma;Cara Soma;;
0;Strada de Tecc Mezz;Tecc Mezz;;
0;Denter Vias;Denter s;;
0;Palidetta Sut;Palidetta Sut;;
0;Riva Crastatscha;Riva Crastatscha;;
0;Scorciatoia per Calcinaròla;Scorciatoia per Calcinarola;;
0;Riva de Sóra;Riva Sora;;
0;Sot Baselgia;Sot Baselgia;;
0;Via Cuolm Dado;Cuolm Dado;;
0;Bella Mira;Bella Mira;;
0;Via Sut Baselgia;Sut Baselgia;;
0;Via suot Pignia;suot Pignia;;
0;Via Mulin Sut;Mulin Sut;;
0;Via Sogn Antoni;Sogn Antoni;;
0;Craista Sura;Craista Sura;;
0;Sotto Löi;Sotto Löi;;
0;Sentiero alla Chiesa;Sentiero Chiesa;;
0;Via Sogn Giusep;Sogn Giusep;;
0;Voa pas Cheus;pas Cheus;;
0;Straglia Chanels;Straglia Chanels;;
0;Scalinàda di Scòl;Scalinada Scol;;
0;Voia sin Cresta;sin Cresta;;
0;Via Suot Mulin;Suot Mulin;;
0;Chemin de l'Essert-du-Chet;Essert Chet;;
0;Veja da Latsch;Veja Latsch;;
0;Carà Priola;Cara Priola;;
0;Cará de Técc Biánch;Cara Tecc Bianch;;
0;Bir Chircha;Bir Chircha;;
0;Tgaglia Pintga;Tgaglia Pintga;;
0;Chà d'Mez;Cha Mez;;
0;Veia Baselgia Viglia;Baselgia Viglia;http://www.wikidata.org/entity/Q108093573;Schutzgebiet in Natur- oder Landschaftsschutz
0;Hinterm Bach;Hinterm Bach;;
0;Sporz damiez;Sporz damiez;;
0;Runca Sut;Runca Sut;http://www.wikidata.org/entity/Q108097893;Schutzgebiet in Natur- oder Landschaftsschutz
0;Gassa Ca d'Pruz;Ca Pruz;;
0;Via Davous Selva;Davous Selva;;
0;Prà da Bügl;Pra Bügl;;
0;Arben-Brandstrasse;Arben Brand;;
0;Barbatschauns Sot;Barbatschauns Sot;;
0;Via dil Fieu;dil Fieu;;
0;Scala del Uspízzi;Scala Uspizzi;;
0;Chemin du Cheval-Brûlé;Cheval Brule;;
0;Carà del Zucon;Cara Zucon;;
